#EXPORTTYPE:                 ;ALL                                                            
#FILE:;sta_043.ngb-ss5
#FORMAT:                     ;NETZSCH5                                                       
#FTYPE:                      ;ANSI                                                           
#IDENTITY:                   ;43                                                             
#DECIMAL:                    ;COMMA                                                          
#SEPARATOR:                  ;SEMICOLON                                                      
#MTYPE:                      ;DSC                                                            
#MSUBTYPE:                   ;                                                               
#INSTRUMENT:                 ;NETZSCH STA 449F5                                              
#PROJECT:                    ;Эпсилон-Fe2O3                                                  
#DATE/TIME:                  ;30.05.2018 13:48:49 (UTC+3)                                    
#CORR. FILE:                 ;                                                               
#TEMPCAL:                    ;10 К Al2O3 - тигель N2.ngb-ts5                                 
#SENSITIVITY:                ;10 K Al2О3 - тигель N2.ngb-es5                                 
#LABORATORY:;lab_redacted
#OPERATOR:;operator_redacted
#REMARK:                     ;                                                               
#SAMPLE:                     ;Магн.-Соос. 0.6 ТЕОС 4ч                                        
#SAMPLE MASS /mg:            ;8,430                                                          
#MATERIAL:                   ;Fe3O4                                                          
#REFERENCE:                  ;пустой тигель                                                  
#REFERENCE MASS /mg:         ;0                                                              
#TYPE OF CRUCIBLE:           ;DSC/TG pan Al2O3                                               
#SAMPLE CRUCIBLE MASS /mg:   ;0                                                              
#REFERENCE CRUCIBLE MASS /mg:;0                                                              
#DSC RANGE /µV:              ;5000                                                           
#TG RANGE /mg:               ;35000                                                          
#TAU-R:                      ;---                                                            
#CORR. CODE:                 ;000                                                            
#EXO:                        ;+1                                                             
#RANGE:                      ;300°C/10,0(K/min)/1200°C                                       
#SEGMENT:                    ;S3/4                                                           
#SEG. 3:                     ;300°C/10,0(K/min)/1200°C                                       

#*RESULTS:;File;Segment;Result;Unit;Y_value;Unit;Range_Xmin;Unit;Range_Xmax;Unit;Range_Ymin;Unit;Range_Ymax;Unit

##Temp./°C;Time/min;DSC(subtr.3)/(mW/mg);Sensit./(uV/mW);Segment
1021,05603; 88,46917;      -1,14548;0,37023;3
1021,15997; 88,47917;      -1,14426;0,37016;3
1021,25702; 88,48917;      -1,14204;0,37008;3
1021,35101; 88,49917;      -1,14446;0,37001;3
1021,46198; 88,50917;      -1,14545;0,36993;3
1021,55902; 88,51917;      -1,14470;0,36985;3
1021,65601; 88,52917;      -1,14713;0,36978;3
1021,76099; 88,53917;      -1,14468;0,36970;3
1021,85797; 88,54917;      -1,14565;0,36963;3
1021,96002; 88,55917;      -1,14686;0,36955;3
1022,05701; 88,56917;      -1,14611;0,36948;3
1022,15503; 88,57917;      -1,14757;0,36940;3
1022,26099; 88,58917;      -1,14978;0,36932;3
1022,35797; 88,59917;      -1,14706;0,36925;3
1022,45398; 88,60917;      -1,14827;0,36918;3
1022,56299; 88,61917;      -1,14754;0,36910;3
1022,66498; 88,62917;      -1,14656;0,36902;3
1022,75500; 88,63917;      -1,14481;0,36895;3
1022,85498; 88,64917;      -1,14725;0,36888;3
1022,96100; 88,65917;      -1,14553;0,36880;3
1023,06403; 88,66917;      -1,14455;0,36872;3
1023,16803; 88,67917;      -1,14332;0,36864;3
1023,26398; 88,68917;      -1,14379;0,36857;3
1023,36298; 88,69917;      -1,14476;0,36849;3
1023,46002; 88,70917;      -1,14400;0,36842;3
1023,57300; 88,71917;      -1,14599;0,36833;3
1023,66400; 88,72917;      -1,14448;0,36826;3
1023,76898; 88,73917;      -1,14252;0,36818;3
1023,87097; 88,74917;      -1,14276;0,36811;3
1023,97101; 88,75917;      -1,14275;0,36803;3
1024,07202; 88,76917;      -1,14347;0,36796;3
1024,16699; 88,77917;      -1,14468;0,36788;3
1024,27905; 88,78917;      -1,14322;0,36780;3
1024,37097; 88,79917;      -1,14295;0,36773;3
1024,47095; 88,80917;      -1,14417;0,36765;3
1024,56702; 88,81917;      -1,14439;0,36758;3
1024,66699; 88,82917;      -1,14290;0,36751;3
1024,77197; 88,83917;      -1,14192;0,36743;3
1024,86804; 88,84917;      -1,14116;0,36735;3
1024,96594; 88,85917;      -1,14237;0,36728;3
1025,07202; 88,86917;      -1,14410;0,36720;3
1025,17505; 88,87917;      -1,14311;0,36712;3
1025,27905; 88,88917;      -1,14139;0,36704;3
1025,36499; 88,89917;      -1,14504;0,36698;3
1025,46997; 88,90917;      -1,14430;0,36690;3
1025,57605; 88,91917;      -1,14480;0,36682;3
1025,67395; 88,92917;      -1,14602;0,36675;3
1025,78003; 88,93917;      -1,14553;0,36666;3
1025,87598; 88,94917;      -1,14402;0,36659;3
1025,97400; 88,95917;      -1,14376;0,36652;3
1026,07703; 88,96917;      -1,14450;0,36644;3
1026,17700; 88,97917;      -1,14449;0,36636;3
1026,26794; 88,98917;      -1,14594;0,36630;3
1026,37402; 88,99917;      -1,14570;0,36622;3
1026,47498; 89,00917;      -1,14717;0,36614;3
1026,57703; 89,01917;      -1,14494;0,36606;3
1026,68298; 89,02917;      -1,14395;0,36598;3
1026,78503; 89,03917;      -1,14395;0,36590;3
1026,88196; 89,04917;      -1,14566;0,36583;3
1026,98303; 89,05917;      -1,14590;0,36576;3
1027,07703; 89,06917;      -1,14786;0,36568;3
1027,18005; 89,07917;      -1,14637;0,36561;3
1027,28101; 89,08917;      -1,14834;0,36553;3
1027,37500; 89,09917;      -1,14683;0,36546;3
1027,47400; 89,10917;      -1,14707;0,36538;3
1027,57397; 89,11917;      -1,14755;0,36531;3
1027,67896; 89,12917;      -1,14904;0,36523;3
1027,78198; 89,13917;      -1,15275;0,36515;3
1027,88501; 89,14917;      -1,14879;0,36507;3
1027,98401; 89,15917;      -1,15026;0,36500;3
1028,08398; 89,16917;      -1,15075;0,36492;3
1028,18994; 89,17917;      -1,14926;0,36484;3
1028,28198; 89,18917;      -1,14651;0,36477;3
1028,38306; 89,19917;      -1,14948;0,36470;3
1028,48096; 89,20917;      -1,14996;0,36462;3
1028,58301; 89,21917;      -1,14946;0,36454;3
1028,67700; 89,22917;      -1,14645;0,36447;3
1028,77502; 89,23917;      -1,14843;0,36440;3
1028,88000; 89,24917;      -1,15166;0,36432;3
1028,98206; 89,25917;      -1,15215;0,36424;3
1029,08899; 89,26917;      -1,15067;0,36416;3
1029,18994; 89,27917;      -1,15215;0,36409;3
1029,28601; 89,28917;      -1,14989;0,36401;3
1029,38403; 89,29917;      -1,15361;0,36394;3
1029,48901; 89,30917;      -1,15411;0,36386;3
1029,58899; 89,31917;      -1,15385;0,36378;3
1029,68604; 89,32917;      -1,15085;0,36371;3
1029,78601; 89,33917;      -1,14960;0,36363;3
1029,88904; 89,34917;      -1,15233;0,36356;3
1029,98401; 89,35917;      -1,14908;0,36348;3
1030,08398; 89,36917;      -1,14882;0,36341;3
1030,18103; 89,37917;      -1,14780;0,36334;3
1030,28101; 89,38917;      -1,14730;0,36326;3
1030,37903; 89,39917;      -1,14778;0,36319;3
1030,47803; 89,40917;      -1,14777;0,36311;3
1030,58704; 89,41917;      -1,14878;0,36303;3
1030,68896; 89,42917;      -1,14877;0,36295;3
1030,78796; 89,43917;      -1,14926;0,36288;3
1030,88403; 89,44917;      -1,14500;0,36280;3
1030,98706; 89,45917;      -1,14300;0,36273;3
1031,08801; 89,46917;      -1,14249;0,36265;3
1031,18994; 89,47917;      -1,14523;0,36257;3
1031,29700; 89,48917;      -1,14549;0,36249;3
1031,39001; 89,49917;      -1,14571;0,36242;3
1031,48804; 89,50917;      -1,14494;0,36235;3
1031,58801; 89,51917;      -1,14518;0,36227;3
1031,68994; 89,52917;      -1,14518;0,36219;3
1031,79102; 89,53917;      -1,14442;0,36212;3
1031,89294; 89,54917;      -1,14591;0,36204;3
1031,98901; 89,55917;      -1,14689;0,36197;3
1032,09497; 89,56917;      -1,14540;0,36189;3
1032,19604; 89,57917;      -1,14489;0,36181;3
1032,29895; 89,58917;      -1,14614;0,36173;3
1032,39697; 89,59917;      -1,14712;0,36166;3
1032,50098; 89,60917;      -1,14562;0,36158;3
1032,59900; 89,61917;      -1,14611;0,36150;3
1032,69995; 89,62917;      -1,14960;0,36143;3
1032,80005; 89,63917;      -1,14859;0,36135;3
1032,89697; 89,64917;      -1,15033;0,36128;3
1032,99194; 89,65917;      -1,14805;0,36121;3
1033,09204; 89,66917;      -1,14854;0,36113;3
1033,19104; 89,67917;      -1,15029;0,36106;3
1033,30005; 89,68917;      -1,14980;0,36097;3
1033,39502; 89,69917;      -1,14902;0,36090;3
1033,49805; 89,70917;      -1,14752;0,36082;3
1033,59900; 89,71917;      -1,14776;0,36075;3
1033,69800; 89,72917;      -1,14750;0,36067;3
1033,80005; 89,73917;      -1,14774;0,36059;3
1033,89697; 89,74917;      -1,14421;0,36052;3
1033,98999; 89,75917;      -1,14343;0,36045;3
1034,09802; 89,76917;      -1,14670;0,36037;3
1034,19604; 89,77917;      -1,14644;0,36029;3
1034,29602; 89,78917;      -1,14593;0,36022;3
1034,39697; 89,79917;      -1,14466;0,36014;3
1034,50500; 89,80917;      -1,14392;0,36006;3
1034,60205; 89,81917;      -1,14264;0,35999;3
1034,70105; 89,82917;      -1,14388;0,35991;3
1034,80200; 89,83917;      -1,14262;0,35984;3
1034,90002; 89,84917;      -1,14336;0,35976;3
1035,00000; 89,85917;      -1,14234;0,35969;3
1035,10400; 89,86917;      -1,14234;0,35961;3
1035,20801; 89,87917;      -1,14259;0,35953;3
1035,30505; 89,88917;      -1,14333;0,35945;3
1035,40295; 89,89917;      -1,14281;0,35938;3
1035,51196; 89,90917;      -1,14357;0,35930;3
1035,61304; 89,91917;      -1,14357;0,35922;3
1035,70996; 89,92917;      -1,14481;0,35915;3
1035,80798; 89,93917;      -1,14504;0,35907;3
1035,91504; 89,94917;      -1,14455;0,35899;3
1036,01294; 89,95917;      -1,14655;0,35892;3
1036,10706; 89,96917;      -1,14829;0,35885;3
1036,21497; 89,97917;      -1,14704;0,35876;3
1036,30603; 89,98917;      -1,14650;0,35870;3
1036,40796; 89,99917;      -1,14852;0,35862;3
1036,50098; 90,00917;      -1,14773;0,35855;3
1036,60498; 90,01917;      -1,14874;0,35847;3
1036,70801; 90,02917;      -1,14823;0,35839;3
1036,81104; 90,03917;      -1,14722;0,35831;3
1036,90405; 90,04917;      -1,15023;0,35824;3
1037,01196; 90,05917;      -1,15302;0,35816;3
1037,11804; 90,06917;      -1,15580;0,35808;3
1037,20996; 90,07917;      -1,15401;0,35801;3
1037,31201; 90,08917;      -1,15476;0,35793;3
1037,41699; 90,09917;      -1,15502;0,35785;3
1037,50696; 90,10917;      -1,15448;0,35779;3
1037,61499; 90,11917;      -1,15474;0,35770;3
1037,71802; 90,12917;      -1,15272;0,35763;3
1037,81702; 90,13917;      -1,15498;0,35755;3
1037,91003; 90,14917;      -1,15698;0,35748;3
1038,01196; 90,15917;      -1,15394;0,35740;3
1038,11304; 90,16917;      -1,15546;0,35733;3
1038,21899; 90,17917;      -1,15572;0,35725;3
1038,31604; 90,18917;      -1,15190;0,35717;3
1038,41101; 90,19917;      -1,15087;0,35710;3
1038,51794; 90,20917;      -1,15265;0,35702;3
1038,61401; 90,21917;      -1,15491;0,35695;3
1038,70898; 90,22917;      -1,15514;0,35687;3
1038,81006; 90,23917;      -1,15514;0,35680;3
1038,90796; 90,24917;      -1,15183;0,35672;3
1039,01294; 90,25917;      -1,15082;0,35664;3
1039,10999; 90,26917;      -1,15308;0,35657;3
1039,21899; 90,27917;      -1,15259;0,35649;3
1039,31396; 90,28917;      -1,15308;0,35642;3
1039,41199; 90,29917;      -1,15484;0,35634;3
1039,51404; 90,30917;      -1,15306;0,35626;3
1039,61096; 90,31917;      -1,15050;0,35619;3
1039,71802; 90,32917;      -1,15076;0,35611;3
1039,81299; 90,33917;      -1,15252;0,35604;3
1039,91199; 90,34917;      -1,15099;0,35596;3
1040,00806; 90,35917;      -1,15122;0,35589;3
1040,11206; 90,36917;      -1,15326;0,35581;3
1040,21802; 90,37917;      -1,15275;0,35573;3
1040,31201; 90,38917;      -1,15324;0,35566;3
1040,41394; 90,39917;      -1,15324;0,35558;3
1040,51294; 90,40917;      -1,15348;0,35551;3
1040,60999; 90,41917;      -1,15525;0,35543;3
1040,71399; 90,42917;      -1,15398;0,35535;3
1040,81104; 90,43917;      -1,15345;0,35528;3
1040,89795; 90,44917;      -1,15570;0,35521;3
1041,01294; 90,45917;      -1,15573;0,35513;3
1041,11304; 90,46917;      -1,15649;0,35505;3
1041,21594; 90,47917;      -1,15572;0,35497;3
1041,31604; 90,48917;      -1,15342;0,35490;3
1041,41797; 90,49917;      -1,15291;0,35482;3
1041,51294; 90,50917;      -1,15186;0,35475;3
1041,61499; 90,51917;      -1,15339;0,35467;3
1041,70703; 90,52917;      -1,14979;0,35460;3
1041,81299; 90,53917;      -1,14903;0,35452;3
1041,91101; 90,54917;      -1,14953;0,35445;3
1042,01294; 90,55917;      -1,15080;0,35437;3
1042,11902; 90,56917;      -1,15004;0,35429;3
1042,21704; 90,57917;      -1,14900;0,35421;3
1042,32397; 90,58917;      -1,15106;0,35413;3
1042,41797; 90,59917;      -1,15282;0,35406;3
1042,51599; 90,60917;      -1,15281;0,35399;3
1042,61401; 90,61917;      -1,15177;0,35391;3
1042,71704; 90,62917;      -1,15407;0,35383;3
1042,82300; 90,63917;      -1,15510;0,35375;3
1042,92297; 90,64917;      -1,15305;0,35368;3
1043,02197; 90,65917;      -1,15380;0,35360;3
1043,11694; 90,66917;      -1,15481;0,35353;3
1043,21899; 90,67917;      -1,15378;0,35345;3
1043,31995; 90,68917;      -1,15454;0,35338;3
1043,42395; 90,69917;      -1,15403;0,35330;3
1043,51404; 90,70917;      -1,15118;0,35323;3
1043,62402; 90,71917;      -1,15222;0,35315;3
1043,72900; 90,72917;      -1,15299;0,35307;3
1043,82495; 90,73917;      -1,15656;0,35299;3
1043,92200; 90,74917;      -1,15732;0,35292;3
1044,02698; 90,75917;      -1,15835;0,35284;3
1044,13000; 90,76917;      -1,15604;0,35276;3
1044,22205; 90,77917;      -1,15499;0,35269;3
1044,32996; 90,78917;      -1,15756;0,35261;3
1044,43396; 90,79917;      -1,15834;0,35253;3
1044,52502; 90,80917;      -1,15779;0,35246;3
1044,63098; 90,81917;      -1,15831;0,35238;3
1044,73206; 90,82917;      -1,15857;0,35230;3
1044,83203; 90,83917;      -1,16447;0,35223;3
1044,92896; 90,84917;      -1,16163;0,35216;3
1045,02905; 90,85917;      -1,16111;0,35208;3
1045,12903; 90,86917;      -1,16187;0,35200;3
1045,22900; 90,87917;      -1,16289;0,35193;3
1045,32104; 90,88917;      -1,16235;0,35186;3
1045,42896; 90,89917;      -1,16134;0,35178;3
1045,52197; 90,90917;      -1,16131;0,35170;3
1045,63098; 90,91917;      -1,16133;0,35162;3
1045,72095; 90,92917;      -1,16207;0,35155;3
1045,82495; 90,93917;      -1,15924;0,35147;3
1045,92505; 90,94917;      -1,15743;0,35140;3
1046,02600; 90,95917;      -1,16052;0,35132;3
1046,12195; 90,96917;      -1,16153;0,35125;3
1046,22205; 90,97917;      -1,16178;0,35117;3
1046,32996; 90,98917;      -1,16283;0,35109;3
1046,43103; 90,99917;      -1,16179;0,35101;3
1046,52795; 91,00917;      -1,16204;0,35094;3
1046,63306; 91,01917;      -1,15972;0,35086;3
1046,73401; 91,02917;      -1,15997;0,35078;3
1046,83203; 91,03917;      -1,15867;0,35071;3
1046,92505; 91,04917;      -1,16252;0,35064;3
1047,02905; 91,05917;      -1,16149;0,35056;3
1047,12695; 91,06917;      -1,16174;0,35049;3
1047,22998; 91,07917;      -1,16251;0,35041;3
1047,32397; 91,08917;      -1,16120;0,35034;3
1047,43396; 91,09917;      -1,15967;0,35025;3
1047,53406; 91,10917;      -1,16043;0,35018;3
1047,63000; 91,11917;      -1,15990;0,35010;3
1047,72595; 91,12917;      -1,15962;0,35003;3
1047,82898; 91,13917;      -1,15885;0,34995;3
1047,92700; 91,14917;      -1,16194;0,34988;3
1048,02197; 91,15917;      -1,16218;0,34981;3
1048,13000; 91,16917;      -1,16323;0,34973;3
1048,23706; 91,17917;      -1,16195;0,34964;3
1048,32605; 91,18917;      -1,16036;0,34958;3
1048,43506; 91,19917;      -1,16115;0,34949;3
1048,53296; 91,20917;      -1,16192;0,34942;3
1048,62903; 91,21917;      -1,15931;0,34935;3
1048,73096; 91,22917;      -1,15853;0,34927;3
1048,82605; 91,23917;      -1,15799;0,34920;3
1048,92395; 91,24917;      -1,15979;0,34912;3
1049,03101; 91,25917;      -1,16058;0,34904;3
1049,12500; 91,26917;      -1,15719;0,34897;3
1049,22705; 91,27917;      -1,15952;0,34889;3
1049,33801; 91,28917;      -1,16162;0,34881;3
1049,43506; 91,29917;      -1,16005;0,34873;3
1049,53003; 91,30917;      -1,16210;0,34866;3
1049,63599; 91,31917;      -1,16263;0,34858;3
1049,73706; 91,32917;      -1,16003;0,34850;3
1049,83301; 91,33917;      -1,15975;0,34843;3
1049,93103; 91,34917;      -1,16312;0,34836;3
1050,03101; 91,35917;      -1,16337;0,34828;3
1050,14905; 91,36917;      -1,16315;0,34819;3
1050,23401; 91,37917;      -1,16545;0,34813;3
1050,33606; 91,38917;      -1,16701;0,34805;3
1050,43604; 91,39917;      -1,16674;0,34797;3
1050,54004; 91,40917;      -1,16727;0,34790;3
1050,63196; 91,41917;      -1,16724;0,34783;3
1050,73303; 91,42917;      -1,16776;0,34775;3
1050,84094; 91,43917;      -1,16908;0,34767;3
1050,94604; 91,44917;      -1,17065;0,34759;3
1051,03601; 91,45917;      -1,17088;0,34752;3
1051,14001; 91,46917;      -1,17218;0,34744;3
1051,23401; 91,47917;      -1,17399;0,34737;3
1051,33398; 91,48917;      -1,17190;0,34729;3
1051,43201; 91,49917;      -1,17319;0,34722;3
1051,53699; 91,50917;      -1,17346;0,34714;3
1051,63599; 91,51917;      -1,17085;0,34706;3
1051,72998; 91,52917;      -1,17500;0,34699;3
1051,83301; 91,53917;      -1,17344;0,34691;3
1051,91699; 91,54917;      -1,17470;0,34685;3
1052,02600; 91,55917;      -1,17498;0,34677;3
1052,13098; 91,56917;      -1,17160;0,34669;3
1052,23096; 91,57917;      -1,17342;0,34661;3
1052,33496; 91,58917;      -1,17316;0,34653;3
1052,43103; 91,59917;      -1,17367;0,34646;3
1052,53503; 91,60917;      -1,17081;0,34638;3
1052,63501; 91,61917;      -1,17054;0,34630;3
1052,72900; 91,62917;      -1,17052;0,34623;3
1052,83496; 91,63917;      -1,17027;0,34615;3
1052,93799; 91,64917;      -1,16818;0,34607;3
1053,03198; 91,65917;      -1,16790;0,34600;3
1053,13501; 91,66917;      -1,17052;0,34592;3
1053,23401; 91,67917;      -1,16972;0,34585;3
1053,33301; 91,68917;      -1,16919;0,34577;3
1053,43396; 91,69917;      -1,16998;0,34570;3
1053,54102; 91,70917;      -1,16999;0,34562;3
1053,63696; 91,71917;      -1,17076;0,34554;3
1053,74402; 91,72917;      -1,16894;0,34546;3
1053,83997; 91,73917;      -1,16709;0,34539;3
1053,93896; 91,74917;      -1,16708;0,34531;3
1054,04199; 91,75917;      -1,16577;0,34524;3
1054,14001; 91,76917;      -1,16838;0,34516;3
1054,24304; 91,77917;      -1,16865;0,34508;3
1054,33606; 91,78917;      -1,16915;0,34501;3
1054,43994; 91,79917;      -1,17021;0,34493;3
1054,53894; 91,80917;      -1,16941;0,34486;3
1054,63306; 91,81917;      -1,17385;0,34479;3
1054,74902; 91,82917;      -1,17415;0,34470;3
1054,84900; 91,83917;      -1,17415;0,34462;3
1054,94702; 91,84917;      -1,17073;0,34455;3
1055,05200; 91,85917;      -1,17126;0,34447;3
1055,14905; 91,86917;      -1,17177;0,34439;3
1055,25000; 91,87917;      -1,17125;0,34432;3
1055,35095; 91,88917;      -1,17466;0,34424;3
1055,44800; 91,89917;      -1,17386;0,34417;3
1055,53601; 91,90917;      -1,17304;0,34410;3
1055,64795; 91,91917;      -1,17517;0,34402;3
1055,75000; 91,92917;      -1,17149;0,34394;3
1055,85205; 91,93917;      -1,17517;0,34386;3
1055,94995; 91,94917;      -1,17490;0,34379;3
1056,04602; 91,95917;      -1,17726;0,34371;3
1056,14905; 91,96917;      -1,17858;0,34364;3
1056,25500; 91,97917;      -1,17780;0,34355;3
1056,35303; 91,98917;      -1,17647;0,34348;3
1056,44800; 91,99917;      -1,17962;0,34341;3
1056,54700; 92,00917;      -1,17988;0,34333;3
1056,64905; 92,01917;      -1,17804;0,34326;3
1056,74597; 92,02917;      -1,17750;0,34318;3
1056,84900; 92,03917;      -1,17724;0,34310;3
1056,95203; 92,04917;      -1,17988;0,34303;3
1057,04700; 92,05917;      -1,17934;0,34295;3
1057,14795; 92,06917;      -1,17828;0,34288;3
1057,24695; 92,07917;      -1,17801;0,34280;3
1057,35400; 92,08917;      -1,17671;0,34272;3
1057,45398; 92,09917;      -1,18119;0,34264;3
1057,55701; 92,10917;      -1,17856;0,34257;3
1057,65698; 92,11917;      -1,17644;0,34249;3
1057,74805; 92,12917;      -1,17747;0,34242;3
1057,85706; 92,13917;      -1,17961;0,34234;3
1057,94800; 92,14917;      -1,17799;0,34227;3
1058,04395; 92,15917;      -1,17877;0,34220;3
1058,14795; 92,16917;      -1,18143;0,34212;3
1058,25806; 92,17917;      -1,17986;0,34203;3
1058,35303; 92,18917;      -1,18249;0,34196;3
1058,45801; 92,19917;      -1,18118;0,34188;3
1058,56006; 92,20917;      -1,18410;0,34180;3
1058,66003; 92,21917;      -1,18304;0,34173;3
1058,74695; 92,22917;      -1,18565;0,34166;3
1058,85205; 92,23917;      -1,18725;0,34158;3
1058,95105; 92,24917;      -1,18672;0,34151;3
1059,05603; 92,25917;      -1,18911;0,34143;3
1059,15601; 92,26917;      -1,19044;0,34135;3
1059,25000; 92,27917;      -1,19016;0,34128;3
1059,34595; 92,28917;      -1,19253;0,34121;3
1059,45300; 92,29917;      -1,19361;0,34113;3
1059,55298; 92,30917;      -1,19362;0,34105;3
1059,65601; 92,31917;      -1,19203;0,34097;3
1059,75305; 92,32917;      -1,19255;0,34090;3
1059,84705; 92,33917;      -1,19280;0,34083;3
1059,96301; 92,34917;      -1,19338;0,34074;3
1060,05200; 92,35917;      -1,19282;0,34067;3
1060,15906; 92,36917;      -1,19310;0,34059;3
1060,25598; 92,37917;      -1,19283;0,34052;3
1060,35803; 92,38917;      -1,19629;0,34044;3
1060,45703; 92,39917;      -1,19549;0,34036;3
1060,55505; 92,40917;      -1,19602;0,34029;3
1060,65295; 92,41917;      -1,19548;0,34021;3
1060,75500; 92,42917;      -1,19416;0,34014;3
1060,85999; 92,43917;      -1,19231;0,34006;3
1060,95703; 92,44917;      -1,19283;0,33998;3
1061,06299; 92,45917;      -1,19392;0,33990;3
1061,15698; 92,46917;      -1,19310;0,33983;3
1061,25903; 92,47917;      -1,19470;0,33975;3
1061,35999; 92,48917;      -1,19631;0,33968;3
1061,45496; 92,49917;      -1,19416;0,33961;3
1061,56006; 92,50917;      -1,19231;0,33953;3
1061,65198; 92,51917;      -1,19069;0,33946;3
1061,75696; 92,52917;      -1,19230;0,33938;3
1061,85803; 92,53917;      -1,19097;0,33930;3
1061,95496; 92,54917;      -1,19203;0,33923;3
1062,06104; 92,55917;      -1,19392;0,33914;3
1062,15503; 92,56917;      -1,19150;0,33907;3
1062,25696; 92,57917;      -1,19337;0,33900;3
1062,35803; 92,58917;      -1,19311;0,33892;3
1062,45496; 92,59917;      -1,19604;0,33885;3
1062,55896; 92,60917;      -1,19605;0,33877;3
1062,65698; 92,61917;      -1,19551;0,33869;3
1062,76099; 92,62917;      -1,19312;0,33861;3
1062,85803; 92,63917;      -1,19658;0,33854;3
1062,95605; 92,64917;      -1,19872;0,33847;3
1063,06299; 92,65917;      -1,19820;0,33838;3
1063,16199; 92,66917;      -1,19794;0,33831;3
1063,25598; 92,67917;      -1,19899;0,33824;3
1063,35706; 92,68917;      -1,19686;0,33816;3
1063,46204; 92,69917;      -1,20008;0,33808;3
1063,56396; 92,70917;      -1,20089;0,33800;3
1063,66199; 92,71917;      -1,20142;0,33793;3
1063,75305; 92,72917;      -1,20060;0,33786;3
1063,85999; 92,73917;      -1,20116;0,33778;3
1063,96301; 92,74917;      -1,20009;0,33770;3
1064,05701; 92,75917;      -1,20222;0,33763;3
1064,16199; 92,76917;      -1,20304;0,33755;3
1064,26001; 92,77917;      -1,20304;0,33747;3
1064,36206; 92,78917;      -1,20171;0,33740;3
1064,47205; 92,79917;      -1,20174;0,33731;3
1064,55798; 92,80917;      -1,20063;0,33725;3
1064,65601; 92,81917;      -1,20009;0,33717;3
1064,75696; 92,82917;      -1,20063;0,33710;3
1064,86804; 92,83917;      -1,20200;0,33701;3
1064,95996; 92,84917;      -1,20145;0,33694;3
1065,05701; 92,85917;      -1,20305;0,33687;3
1065,16101; 92,86917;      -1,20145;0,33679;3
1065,25305; 92,87917;      -1,20170;0,33672;3
1065,36597; 92,88917;      -1,20147;0,33663;3
1065,45898; 92,89917;      -1,20361;0,33656;3
1065,55798; 92,90917;      -1,20630;0,33649;3
1065,66699; 92,91917;      -1,20552;0,33641;3
1065,76294; 92,92917;      -1,20551;0,33633;3
1065,86096; 92,93917;      -1,20685;0,33626;3
1065,96899; 92,94917;      -1,20795;0,33618;3
1066,06104; 92,95917;      -1,20847;0,33611;3
1066,16797; 92,96917;      -1,21011;0,33603;3
1066,27405; 92,97917;      -1,21040;0,33595;3
1066,35901; 92,98917;      -1,21091;0,33588;3
1066,46399; 92,99917;      -1,21146;0,33580;3
1066,55798; 93,00917;      -1,21172;0,33573;3
1066,67200; 93,01917;      -1,21176;0,33564;3
1066,77002; 93,02917;      -1,20987;0,33557;3
1066,87097; 93,03917;      -1,20853;0,33549;3
1066,96997; 93,04917;      -1,20799;0,33542;3
1067,06702; 93,05917;      -1,20799;0,33534;3
1067,16602; 93,06917;      -1,20988;0,33527;3
1067,26404; 93,07917;      -1,20799;0,33519;3
1067,36597; 93,08917;      -1,20584;0,33512;3
1067,46997; 93,09917;      -1,20801;0,33504;3
1067,56396; 93,10917;      -1,20908;0,33497;3
1067,67395; 93,11917;      -1,21371;0,33488;3
1067,76501; 93,12917;      -1,21206;0,33481;3
1067,86597; 93,13917;      -1,20964;0,33474;3
1067,96399; 93,14917;      -1,20828;0,33466;3
1068,06702; 93,15917;      -1,21046;0,33458;3
1068,16699; 93,16917;      -1,21209;0,33451;3
1068,26501; 93,17917;      -1,20749;0,33443;3
1068,36206; 93,18917;      -1,20883;0,33436;3
1068,46594; 93,19917;      -1,20750;0,33428;3
1068,56396; 93,20917;      -1,20939;0,33421;3
1068,66699; 93,21917;      -1,20859;0,33413;3
1068,76599; 93,22917;      -1,20859;0,33405;3
1068,86304; 93,23917;      -1,21075;0,33398;3
1068,96301; 93,24917;      -1,21022;0,33390;3
1069,06702; 93,25917;      -1,20969;0,33382;3
1069,16699; 93,26917;      -1,21051;0,33375;3
1069,27295; 93,27917;      -1,20836;0,33367;3
1069,36694; 93,28917;      -1,20861;0,33360;3
1069,47498; 93,29917;      -1,20728;0,33352;3
1069,57202; 93,30917;      -1,20619;0,33344;3
1069,66296; 93,31917;      -1,20563;0,33337;3
1069,77295; 93,32917;      -1,20403;0,33329;3
1069,87305; 93,33917;      -1,20974;0,33321;3
1069,97095; 93,34917;      -1,20919;0,33314;3
1070,06702; 93,35917;      -1,20946;0,33307;3
1070,17297; 93,36917;      -1,21084;0,33299;3
1070,27197; 93,37917;      -1,21029;0,33291;3
1070,37097; 93,38917;      -1,20839;0,33283;3
1070,47498; 93,39917;      -1,21004;0,33276;3
1070,56995; 93,40917;      -1,21030;0,33268;3
1070,66895; 93,41917;      -1,21221;0,33261;3
1070,77295; 93,42917;      -1,21331;0,33253;3
1070,87195; 93,43917;      -1,21358;0,33245;3
1070,97095; 93,44917;      -1,21495;0,33238;3
1071,06604; 93,45917;      -1,21603;0,33231;3
1071,17004; 93,46917;      -1,21768;0,33223;3
