#EXPORTTYPE:DATA SINGLE
#FILE:;sta_028.ngb-ss5
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:42
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH STA 449F5
#PROJECT:Эпсилон-Fe2O3
#DATE/TIME:29.05.2018 14:11
#CORR. FILE:
#TEMPCAL:10 К Al2O3 - тигель N2.ngb-ts5
#SENSITIVITY:10 K Al2О3 - тигель N2.ngb-es5
#LABORATORY:;lab_redacted
#OPERATOR:;operator_redacted
#REMARK:
#SAMPLE:Магнетит - Соосаждение
#SAMPLE MASS /mg:12.673
#MATERIAL:Fe3O4
#REFERENCE:пустой тигель
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#DSC RANGE /µV:5000
#TG RANGE /mg:35000
#TAU-R:---
#CORR. CODE:000
#EXO:+1
#RANGE:20°C/10,0(K/min)/650°C
#SEGMENT:S1/3
#SEG. 1:20°C/10,0(K/min)/650°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW)
482.09698;46.44000;       2.56244;0.67021
482.19601;46.45000;       2.56406;0.67016
482.30301;46.46000;       2.56516;0.67011
482.39001;46.47000;       2.56641;0.67007
482.49799;46.48000;       2.56778;0.67002
482.59900;46.49000;       2.56914;0.66997
482.68399;46.50000;       2.57047;0.66992
482.79700;46.51000;       2.57194;0.66987
482.89600;46.52000;       2.57240;0.66982
483.00500;46.53000;       2.57360;0.66976
483.09601;46.54000;       2.57539;0.66972
483.20099;46.55000;       2.57675;0.66967
483.29501;46.56000;       2.57846;0.66962
483.39899;46.57000;       2.57884;0.66957
483.49301;46.58000;       2.58037;0.66952
483.60001;46.59000;       2.58183;0.66947
483.69699;46.60000;       2.58300;0.66942
483.78799;46.61000;       2.58462;0.66938
483.90100;46.62000;       2.58645;0.66932
483.99500;46.63000;       2.58780;0.66928
484.09698;46.64000;       2.58934;0.66923
484.19800;46.65000;       2.59088;0.66918
484.30200;46.66000;       2.59135;0.66912
484.39099;46.67000;       2.59269;0.66908
484.49200;46.68000;       2.59414;0.66903
484.59900;46.69000;       2.59588;0.66898
484.68399;46.70000;       2.59721;0.66894
484.79199;46.71000;       2.59850;0.66888
484.89401;46.72000;       2.59995;0.66883
484.99899;46.73000;       2.60096;0.66878
485.09000;46.74000;       2.60177;0.66874
485.19101;46.75000;       2.60349;0.66869
485.29300;46.76000;       2.60504;0.66864
485.39301;46.77000;       2.60676;0.66859
485.49301;46.78000;       2.60821;0.66854
485.59299;46.79000;       2.60966;0.66849
485.69101;46.80000;       2.61084;0.66844
485.78201;46.81000;       2.61201;0.66840
485.88699;46.82000;       2.61338;0.66835
485.98599;46.83000;       2.61474;0.66830
486.08301;46.84000;       2.61502;0.66825
486.18701;46.85000;       2.61666;0.66820
486.29300;46.86000;       2.61803;0.66815
486.38101;46.87000;       2.61955;0.66810
486.48599;46.88000;       2.62111;0.66805
486.58899;46.89000;       2.62275;0.66800
486.68201;46.90000;       2.62428;0.66796
486.78500;46.91000;       2.62565;0.66790
486.88800;46.92000;       2.62711;0.66785
486.98801;46.93000;       2.62856;0.66781
487.08401;46.94000;       2.63001;0.66776
487.18799;46.95000;       2.63075;0.66771
487.29901;46.96000;       2.63277;0.66765
487.39301;46.97000;       2.63466;0.66761
487.48599;46.98000;       2.63575;0.66756
487.59000;46.99000;       2.63694;0.66751
487.68301;47.00000;       2.63820;0.66747
487.78299;47.01000;       2.63975;0.66742
487.89600;47.02000;       2.64132;0.66736
487.99301;47.03000;       2.64268;0.66731
488.08600;47.04000;       2.64412;0.66727
488.18500;47.05000;       2.64531;0.66722
488.29099;47.06000;       2.64677;0.66717
488.39700;47.07000;       2.64815;0.66712
488.48300;47.08000;       2.64868;0.66707
488.57800;47.09000;       2.65103;0.66703
488.69101;47.10000;       2.65206;0.66697
488.78799;47.11000;       2.65234;0.66693
488.89001;47.12000;       2.65362;0.66688
488.97800;47.13000;       2.65614;0.66683
489.07300;47.14000;       2.65786;0.66679
489.19101;47.15000;       2.65890;0.66673
489.27701;47.16000;       2.66051;0.66669
489.36899;47.17000;       2.66214;0.66664
489.47198;47.18000;       2.66360;0.66659
489.57800;47.19000;       2.66516;0.66654
489.68399;47.20000;       2.66627;0.66649
489.78299;47.21000;       2.66664;0.66644
489.88599;47.22000;       2.66811;0.66639
489.98099;47.23000;       2.67001;0.66635
490.07599;47.24000;       2.67155;0.66630
490.17099;47.25000;       2.67237;0.66625
490.27600;47.26000;       2.67384;0.66620
490.38199;47.27000;       2.67576;0.66615
490.47501;47.28000;       2.67730;0.66611
490.57599;47.29000;       2.67804;0.66606
490.67200;47.30000;       2.67985;0.66601
490.77301;47.31000;       2.68141;0.66596
490.87000;47.32000;       2.68295;0.66591
490.97198;47.33000;       2.68460;0.66586
491.06900;47.34000;       2.68605;0.66582
491.16800;47.35000;       2.68643;0.66577
491.28000;47.36000;       2.68809;0.66572
491.36499;47.37000;       2.68953;0.66567
491.46899;47.38000;       2.69109;0.66562
491.57101;47.39000;       2.69273;0.66557
491.67300;47.40000;       2.69420;0.66552
491.77499;47.41000;       2.69567;0.66548
491.87100;47.42000;       2.69739;0.66543
491.96701;47.43000;       2.69876;0.66538
492.07300;47.44000;       2.69933;0.66533
492.17099;47.45000;       2.70196;0.66528
492.26801;47.46000;       2.70288;0.66524
492.37201;47.47000;       2.70444;0.66519
492.47699;47.48000;       2.70618;0.66514
492.56699;47.49000;       2.70772;0.66509
492.67200;47.50000;       2.70847;0.66504
492.77301;47.51000;       2.70993;0.66499
492.86899;47.52000;       2.71166;0.66495
492.96600;47.53000;       2.71339;0.66490
493.06201;47.54000;       2.71539;0.66485
493.17001;47.55000;       2.71615;0.66480
493.27399;47.56000;       2.71807;0.66475
493.36499;47.57000;       2.71934;0.66471
493.47101;47.58000;       2.72118;0.66466
493.57101;47.59000;       2.72310;0.66461
493.66901;47.60000;       2.72438;0.66456
493.77200;47.61000;       2.72476;0.66451
493.86600;47.62000;       2.72604;0.66447
493.96600;47.63000;       2.72823;0.66442
494.07001;47.64000;       2.72880;0.66437
494.16699;47.65000;       2.73071;0.66432
494.26599;47.66000;       2.73236;0.66427
494.37399;47.67000;       2.73393;0.66422
494.47601;47.68000;       2.73549;0.66417
494.56500;47.69000;       2.73721;0.66413
494.67300;47.70000;       2.73878;0.66408
494.77100;47.71000;       2.73988;0.66403
494.87500;47.72000;       2.74136;0.66398
494.95999;47.73000;       2.74289;0.66394
495.07101;47.74000;       2.74456;0.66389
495.17001;47.75000;       2.74584;0.66384
495.26401;47.76000;       2.74703;0.66379
495.36801;47.77000;       2.74869;0.66374
495.47400;47.78000;       2.75035;0.66369
495.56400;47.79000;       2.75198;0.66365
495.67700;47.80000;       2.75311;0.66359
495.76199;47.81000;       2.75455;0.66355
495.87201;47.82000;       2.75604;0.66350
495.96301;47.83000;       2.75749;0.66346
496.05899;47.84000;       2.75886;0.66341
496.16000;47.85000;       2.76024;0.66336
496.26999;47.86000;       2.76191;0.66331
496.37100;47.87000;       2.76266;0.66326
496.47198;47.88000;       2.76459;0.66321
496.56900;47.89000;       2.76669;0.66317
496.67200;47.90000;       2.76871;0.66312
496.76999;47.91000;       2.77008;0.66307
496.87201;47.92000;       2.77038;0.66302
496.97198;47.93000;       2.77185;0.66297
497.06500;47.94000;       2.77331;0.66293
497.15900;47.95000;       2.77513;0.66288
497.26599;47.96000;       2.77725;0.66283
497.35999;47.97000;       2.77862;0.66279
497.45401;47.98000;       2.78008;0.66274
497.55801;47.99000;       2.78111;0.66269
497.65302;48.00000;       2.78302;0.66265
497.76401;48.01000;       2.78479;0.66260
497.85699;48.02000;       2.78643;0.66255
497.95801;48.03000;       2.78782;0.66250
498.06000;48.04000;       2.78938;0.66245
498.15701;48.05000;       2.79076;0.66241
498.25900;48.06000;       2.79242;0.66236
498.36099;48.07000;       2.79390;0.66231
498.45901;48.08000;       2.79546;0.66226
498.56400;48.09000;       2.79685;0.66221
498.66299;48.10000;       2.79787;0.66217
498.76300;48.11000;       2.80025;0.66212
498.86200;48.12000;       2.80136;0.66207
498.96201;48.13000;       2.80247;0.66202
499.05801;48.14000;       2.80412;0.66198
499.15601;48.15000;       2.80595;0.66193
499.25800;48.16000;       2.80752;0.66188
499.35300;48.17000;       2.80944;0.66184
499.45700;48.18000;       2.81038;0.66179
499.54901;48.19000;       2.81093;0.66175
499.65701;48.20000;       2.81361;0.66169
499.75900;48.21000;       2.81472;0.66165
499.85501;48.22000;       2.81628;0.66160
499.96701;48.23000;       2.81724;0.66155
500.05600;48.24000;       2.81887;0.66150
500.15500;48.25000;       2.82017;0.66146
500.25601;48.26000;       2.82165;0.66141
500.35599;48.27000;       2.82349;0.66136
500.45599;48.28000;       2.82487;0.66131
500.56000;48.29000;       2.82645;0.66126
500.65399;48.30000;       2.82810;0.66122
500.75500;48.31000;       2.83012;0.66117
500.85901;48.32000;       2.83106;0.66112
500.96600;48.33000;       2.83228;0.66107
501.06299;48.34000;       2.83421;0.66103
501.16299;48.35000;       2.83569;0.66098
501.25500;48.36000;       2.83742;0.66094
501.36499;48.37000;       2.83892;0.66088
501.46399;48.38000;       2.84040;0.66084
501.56500;48.39000;       2.84170;0.66079
501.66501;48.40000;       2.84318;0.66074
501.76501;48.41000;       2.84456;0.66069
501.85501;48.42000;       2.84575;0.66065
501.96701;48.43000;       2.84707;0.66060
502.06699;48.44000;       2.84910;0.66055
502.15302;48.45000;       2.85055;0.66051
502.25900;48.46000;       2.85213;0.66046
502.36301;48.47000;       2.85381;0.66041
502.45300;48.48000;       2.85517;0.66037
502.55899;48.49000;       2.85676;0.66032
502.64801;48.50000;       2.85849;0.66028
502.76099;48.51000;       2.85991;0.66022
502.85199;48.52000;       2.86128;0.66018
502.95599;48.53000;       2.86204;0.66013
503.06100;48.54000;       2.86335;0.66008
503.16299;48.55000;       2.86511;0.66003
503.26401;48.56000;       2.86659;0.65998
503.35300;48.57000;       2.86796;0.65994
503.45599;48.58000;       2.86945;0.65989
503.55399;48.59000;       2.87074;0.65985
503.66199;48.60000;       2.87224;0.65980
503.76199;48.61000;       2.87400;0.65975
503.85699;48.62000;       2.87566;0.65971
503.95700;48.63000;       2.87714;0.65966
504.06400;48.64000;       2.87809;0.65961
504.15900;48.65000;       2.87965;0.65956
504.25900;48.66000;       2.88105;0.65952
504.35699;48.67000;       2.88225;0.65947
504.45200;48.68000;       2.88409;0.65942
504.55099;48.69000;       2.88566;0.65938
504.65500;48.70000;       2.88752;0.65933
504.75800;48.71000;       2.88910;0.65928
504.85699;48.72000;       2.89068;0.65923
504.95499;48.73000;       2.89179;0.65919
505.04999;48.74000;       2.89308;0.65914
505.15799;48.75000;       2.89477;0.65909
505.25400;48.76000;       2.89634;0.65905
505.35599;48.77000;       2.89801;0.65900
505.45901;48.78000;       2.89923;0.65895
505.55899;48.79000;       2.90108;0.65890
505.65701;48.80000;       2.90265;0.65886
505.75500;48.81000;       2.90459;0.65881
505.84900;48.82000;       2.90570;0.65877
505.95099;48.83000;       2.90746;0.65872
506.05399;48.84000;       2.90932;0.65867
506.15601;48.85000;       2.91127;0.65862
506.25101;48.86000;       2.91211;0.65858
506.36301;48.87000;       2.91335;0.65853
506.45599;48.88000;       2.91482;0.65848
506.55200;48.89000;       2.91621;0.65844
506.65500;48.90000;       2.91843;0.65839
506.74701;48.91000;       2.91981;0.65835
506.86099;48.92000;       2.92005;0.65829
506.95599;48.93000;       2.92198;0.65825
507.04999;48.94000;       2.92392;0.65821
507.15601;48.95000;       2.92542;0.65816
507.25000;48.96000;       2.92763;0.65811
507.34698;48.97000;       2.92929;0.65807
507.44501;48.98000;       2.93050;0.65802
507.54800;48.99000;       2.93218;0.65797
507.64801;49.00000;       2.93367;0.65793
507.74600;49.01000;       2.93525;0.65788
507.83499;49.02000;       2.93690;0.65784
507.94501;49.03000;       2.93859;0.65779
508.05600;49.04000;       2.93937;0.65773
508.14801;49.05000;       2.94139;0.65769
508.25201;49.06000;       2.94234;0.65764
508.34799;49.07000;       2.94401;0.65760
508.44400;49.08000;       2.94577;0.65755
508.54300;49.09000;       2.94726;0.65751
508.64801;49.10000;       2.94857;0.65746
508.74200;49.11000;       2.95042;0.65741
508.84698;49.12000;       2.95201;0.65737
508.94400;49.13000;       2.95368;0.65732
509.04501;49.14000;       2.95472;0.65727
509.14600;49.15000;       2.95594;0.65723
509.24100;49.16000;       2.95797;0.65718
509.34100;49.17000;       2.95974;0.65713
509.44101;49.18000;       2.96132;0.65709
509.54999;49.19000;       2.96301;0.65704
509.64001;49.20000;       2.96467;0.65700
509.73999;49.21000;       2.96598;0.65695
509.84100;49.22000;       2.96748;0.65690
509.94601;49.23000;       2.96907;0.65685
510.04199;49.24000;       2.97083;0.65681
510.14700;49.25000;       2.97215;0.65676
510.23599;49.26000;       2.97335;0.65672
510.35001;49.27000;       2.97524;0.65667
510.44601;49.28000;       2.97709;0.65662
510.53500;49.29000;       2.97893;0.65658
510.63901;49.30000;       2.98071;0.65653
510.73599;49.31000;       2.98247;0.65649
510.83801;49.32000;       2.98415;0.65644
510.94299;49.33000;       2.98548;0.65639
511.04401;49.34000;       2.98688;0.65634
511.13300;49.35000;       2.98780;0.65630
511.23499;49.36000;       2.98976;0.65625
511.32800;49.37000;       2.99170;0.65621
511.42700;49.38000;       2.99274;0.65616
511.53799;49.39000;       2.99398;0.65611
511.63800;49.40000;       2.99667;0.65607
511.74100;49.41000;       2.99872;0.65602
511.83899;49.42000;       2.99921;0.65597
511.93201;49.43000;       3.00051;0.65593
512.03900;49.44000;       3.00257;0.65588
512.14502;49.45000;       3.00426;0.65583
512.23700;49.46000;       3.00519;0.65579
512.33698;49.47000;       3.00697;0.65574
512.44098;49.48000;       3.00866;0.65569
512.54700;49.49000;       3.01035;0.65565
512.64801;49.50000;       3.01185;0.65560
512.73700;49.51000;       3.01351;0.65556
512.84003;49.52000;       3.01520;0.65551
512.93701;49.53000;       3.01706;0.65546
513.03198;49.54000;       3.01882;0.65542
513.13898;49.55000;       3.02070;0.65537
513.24298;49.56000;       3.02221;0.65532
513.34698;49.57000;       3.02409;0.65527
513.44800;49.58000;       3.02577;0.65523
513.53900;49.59000;       3.02716;0.65519
513.63501;49.60000;       3.02773;0.65514
513.73798;49.61000;       3.02896;0.65509
513.83899;49.62000;       3.03102;0.65505
513.94000;49.63000;       3.03261;0.65500
514.03198;49.64000;       3.03446;0.65496
514.14398;49.65000;       3.03627;0.65491
514.24200;49.66000;       3.03786;0.65486
514.33899;49.67000;       3.03963;0.65482
514.43597;49.68000;       3.04121;0.65477
514.52802;49.69000;       3.04279;0.65473
514.63898;49.70000;       3.04349;0.65468
514.73199;49.71000;       3.04497;0.65464
514.84802;49.72000;       3.04669;0.65458
514.94501;49.73000;       3.04874;0.65454
515.04901;49.74000;       3.05035;0.65449
515.14899;49.75000;       3.05185;0.65444
515.24200;49.76000;       3.05343;0.65440
515.34601;49.77000;       3.05522;0.65435
515.44897;49.78000;       3.05673;0.65430
515.54700;49.79000;       3.05841;0.65426
515.64099;49.80000;       3.05990;0.65422
515.74103;49.81000;       3.06131;0.65417
515.84003;49.82000;       3.06290;0.65412
515.94299;49.83000;       3.06442;0.65408
516.04602;49.84000;       3.06593;0.65403
516.14502;49.85000;       3.06715;0.65398
516.24200;49.86000;       3.06828;0.65394
516.34497;49.87000;       3.07071;0.65389
516.43903;49.88000;       3.07175;0.65385
516.53699;49.89000;       3.07325;0.65380
516.63599;49.90000;       3.07484;0.65376
516.73999;49.91000;       3.07700;0.65371
516.84100;49.92000;       3.07869;0.65366
516.94202;49.93000;       3.08011;0.65362
517.03003;49.94000;       3.08058;0.65358
517.13898;49.95000;       3.08228;0.65353
517.23199;49.96000;       3.08470;0.65348
517.33301;49.97000;       3.08639;0.65344
517.43701;49.98000;       3.08827;0.65339
517.53802;49.99000;       3.08997;0.65334
517.64203;50.00000;       3.09139;0.65330
517.74500;50.01000;       3.09217;0.65325
517.84198;50.02000;       3.09404;0.65320
517.93701;50.03000;       3.09609;0.65316
518.04102;50.04000;       3.09714;0.65311
518.13098;50.05000;       3.09817;0.65307
518.23297;50.06000;       3.09950;0.65303
518.33600;50.07000;       3.10129;0.65298
518.43597;50.08000;       3.10298;0.65293
518.53900;50.09000;       3.10468;0.65289
518.63702;50.10000;       3.10600;0.65284
518.73297;50.11000;       3.10750;0.65280
518.83801;50.12000;       3.10902;0.65275
518.93799;50.13000;       3.11145;0.65270
519.03998;50.14000;       3.11186;0.65266
519.13599;50.15000;       3.11336;0.65261
519.23798;50.16000;       3.11524;0.65257
519.33398;50.17000;       3.11748;0.65252
519.43402;50.18000;       3.11825;0.65248
519.54498;50.19000;       3.12025;0.65243
519.63800;50.20000;       3.12212;0.65238
519.74200;50.21000;       3.12456;0.65234
519.83197;50.22000;       3.12623;0.65229
519.94202;50.23000;       3.12721;0.65224
520.03302;50.24000;       3.12796;0.65220
520.12799;50.25000;       3.12983;0.65216
520.23499;50.26000;       3.13145;0.65211
520.33899;50.27000;       3.13307;0.65206
520.44098;50.28000;       3.13523;0.65202
520.53699;50.29000;       3.13701;0.65197
520.63397;50.30000;       3.13861;0.65193
520.73999;50.31000;       3.13912;0.65188
520.83899;50.32000;       3.14044;0.65183
520.93201;50.33000;       3.14259;0.65179
521.02899;50.34000;       3.14446;0.65175
521.13000;50.35000;       3.14653;0.65170
521.23499;50.36000;       3.14713;0.65165
521.33398;50.37000;       3.14892;0.65161
521.43500;50.38000;       3.15127;0.65156
521.53497;50.39000;       3.15232;0.65152
521.62903;50.40000;       3.15373;0.65147
521.73999;50.41000;       3.15555;0.65142
521.82800;50.42000;       3.15703;0.65138
521.93903;50.43000;       3.15857;0.65133
522.03497;50.44000;       3.15989;0.65129
522.13501;50.45000;       3.16159;0.65124
522.23199;50.46000;       3.16319;0.65120
522.33698;50.47000;       3.16500;0.65115
522.43402;50.48000;       3.16641;0.65111
522.52502;50.49000;       3.16810;0.65107
522.63501;50.50000;       3.16917;0.65102
522.73602;50.51000;       3.17060;0.65097
522.82800;50.52000;       3.17237;0.65093
522.92700;50.53000;       3.17324;0.65088
523.03302;50.54000;       3.17551;0.65084
523.13202;50.55000;       3.17684;0.65079
523.23297;50.56000;       3.17864;0.65074
523.33899;50.57000;       3.18026;0.65070
523.43500;50.58000;       3.18204;0.65065
523.52301;50.59000;       3.18354;0.65061
523.63000;50.60000;       3.18553;0.65056
523.73401;50.61000;       3.18715;0.65052
523.82501;50.62000;       3.18791;0.65048
523.93298;50.63000;       3.18926;0.65043
524.02600;50.64000;       3.19104;0.65038
524.13098;50.65000;       3.19294;0.65034
524.23199;50.66000;       3.19455;0.65029
524.32599;50.67000;       3.19643;0.65025
524.44000;50.68000;       3.19779;0.65020
524.53101;50.69000;       3.19911;0.65016
524.62903;50.70000;       3.20090;0.65011
524.72998;50.71000;       3.20289;0.65007
524.82898;50.72000;       3.20440;0.65002
524.92902;50.73000;       3.20611;0.64998
525.02399;50.74000;       3.20771;0.64993
525.13898;50.75000;       3.20917;0.64988
525.22601;50.76000;       3.21002;0.64984
525.32098;50.77000;       3.21152;0.64980
525.42102;50.78000;       3.21351;0.64975
525.52301;50.79000;       3.21531;0.64971
525.63300;50.80000;       3.21686;0.64966
525.72498;50.81000;       3.21873;0.64961
525.83398;50.82000;       3.22046;0.64957
525.92902;50.83000;       3.22206;0.64952
526.03198;50.84000;       3.22377;0.64948
526.12903;50.85000;       3.22520;0.64943
526.22498;50.86000;       3.22699;0.64939
526.32098;50.87000;       3.22869;0.64935
526.42603;50.88000;       3.23041;0.64930
526.52399;50.89000;       3.23100;0.64925
526.62402;50.90000;       3.23289;0.64921
526.72601;50.91000;       3.23433;0.64916
526.82898;50.92000;       3.23586;0.64912
526.92499;50.93000;       3.23756;0.64907
527.02002;50.94000;       3.23907;0.64903
527.12097;50.95000;       3.24097;0.64898
527.23199;50.96000;       3.24289;0.64893
527.32501;50.97000;       3.24486;0.64889
527.42297;50.98000;       3.24629;0.64885
527.52802;50.99000;       3.24801;0.64880
527.62903;51.00000;       3.24954;0.64875
527.72900;51.01000;       3.25106;0.64871
527.82501;51.02000;       3.25267;0.64867
527.91498;51.03000;       3.25417;0.64863
528.01599;51.04000;       3.25607;0.64858
528.11700;51.05000;       3.25677;0.64854
528.22198;51.06000;       3.25886;0.64849
528.31897;51.07000;       3.26038;0.64844
528.42499;51.08000;       3.26229;0.64840
528.52698;51.09000;       3.26354;0.64835
528.60999;51.10000;       3.26475;0.64831
528.71503;51.11000;       3.26610;0.64827
528.81500;51.12000;       3.26772;0.64822
528.91699;51.13000;       3.26953;0.64817
529.01898;51.14000;       3.27116;0.64813
529.11603;51.15000;       3.27259;0.64809
529.22302;51.16000;       3.27450;0.64804
529.31897;51.17000;       3.27630;0.64799
529.42297;51.18000;       3.27774;0.64795
529.51501;51.19000;       3.27926;0.64791
529.61603;51.20000;       3.28125;0.64786
529.71503;51.21000;       3.28259;0.64782
529.81201;51.22000;       3.28439;0.64777
529.91400;51.23000;       3.28574;0.64773
530.02502;51.24000;       3.28739;0.64768
530.11798;51.25000;       3.28881;0.64763
530.21698;51.26000;       3.29052;0.64759
530.31897;51.27000;       3.29243;0.64754
530.42200;51.28000;       3.29406;0.64750
530.51599;51.29000;       3.29529;0.64746
530.62201;51.30000;       3.29795;0.64741
530.71698;51.31000;       3.29966;0.64737
530.82599;51.32000;       3.30047;0.64732
530.91998;51.33000;       3.30189;0.64727
531.02399;51.34000;       3.30362;0.64723
531.12201;51.35000;       3.30542;0.64718
531.22198;51.36000;       3.30733;0.64714
531.31897;51.37000;       3.30885;0.64710
531.42798;51.38000;       3.31050;0.64705
531.52301;51.39000;       3.31192;0.64700
531.62097;51.40000;       3.31364;0.64696
531.71698;51.41000;       3.31553;0.64692
531.81201;51.42000;       3.31687;0.64687
531.92200;51.43000;       3.31786;0.64683
532.02698;51.44000;       3.31904;0.64678
532.12000;51.45000;       3.32130;0.64674
532.22400;51.46000;       3.32321;0.64669
532.31799;51.47000;       3.32473;0.64665
532.42297;51.48000;       3.32628;0.64660
532.52502;51.49000;       3.32782;0.64656
532.62000;51.50000;       3.32925;0.64651
532.72302;51.51000;       3.33079;0.64647
532.82800;51.52000;       3.33177;0.64642
532.92297;51.53000;       3.33376;0.64638
533.02002;51.54000;       3.33594;0.64633
533.13202;51.55000;       3.33723;0.64628
533.22302;51.56000;       3.33837;0.64624
533.32501;51.57000;       3.33991;0.64620
533.41803;51.58000;       3.34189;0.64616
533.52502;51.59000;       3.34354;0.64611
533.61902;51.60000;       3.34478;0.64607
533.72302;51.61000;       3.34632;0.64602
533.82202;51.62000;       3.34804;0.64598
533.92102;51.63000;       3.34986;0.64593
534.02301;51.64000;       3.35168;0.64589
534.11499;51.65000;       3.35338;0.64585
534.21399;51.66000;       3.35445;0.64580
534.32202;51.67000;       3.35629;0.64575
534.41998;51.68000;       3.35782;0.64571
534.52301;51.69000;       3.35936;0.64566
534.61401;51.70000;       3.36079;0.64562
534.71198;51.71000;       3.36232;0.64558
534.82703;51.72000;       3.36399;0.64553
534.91602;51.73000;       3.36559;0.64549
535.01898;51.74000;       3.36723;0.64544
535.11700;51.75000;       3.36811;0.64540
535.21600;51.76000;       3.37002;0.64535
535.30701;51.77000;       3.37173;0.64531
535.41199;51.78000;       3.37346;0.64527
535.51300;51.79000;       3.37510;0.64522
535.61499;51.80000;       3.37683;0.64518
535.72400;51.81000;       3.37876;0.64513
535.81799;51.82000;       3.38029;0.64509
535.91302;51.83000;       3.38107;0.64504
536.01099;51.84000;       3.38354;0.64500
536.11798;51.85000;       3.38519;0.64495
536.21301;51.86000;       3.38569;0.64491
536.31598;51.87000;       3.38715;0.64486
536.41400;51.88000;       3.38915;0.64482
536.51300;51.89000;       3.39134;0.64478
536.62097;51.90000;       3.39337;0.64473
536.70502;51.91000;       3.39496;0.64469
536.80701;51.92000;       3.39632;0.64465
536.90399;51.93000;       3.39749;0.64460
537.00403;51.94000;       3.39940;0.64456
537.10303;51.95000;       3.40103;0.64451
537.21600;51.96000;       3.40261;0.64446
537.31097;51.97000;       3.40423;0.64442
537.40997;51.98000;       3.40577;0.64438
537.50299;51.99000;       3.40739;0.64434
537.59998;52.00000;       3.40930;0.64429
537.70300;52.01000;       3.41057;0.64425
537.80298;52.02000;       3.41230;0.64420
537.91400;52.03000;       3.41359;0.64415
538.01703;52.04000;       3.41533;0.64411
538.11902;52.05000;       3.41688;0.64406
538.21503;52.06000;       3.41851;0.64402
538.31299;52.07000;       3.42033;0.64398
538.42401;52.08000;       3.42190;0.64393
538.51001;52.09000;       3.42331;0.64389
538.62598;52.10000;       3.42508;0.64384
538.71399;52.11000;       3.42613;0.64380
538.81799;52.12000;       3.42769;0.64375
538.91101;52.13000;       3.42968;0.64371
539.00800;52.14000;       3.43122;0.64367
539.10797;52.15000;       3.43296;0.64362
539.20300;52.16000;       3.43384;0.64358
539.30701;52.17000;       3.43539;0.64354
539.40601;52.18000;       3.43684;0.64349
539.51001;52.19000;       3.43868;0.64345
539.60303;52.20000;       3.44049;0.64340
539.70599;52.21000;       3.44242;0.64336
539.80701;52.22000;       3.44406;0.64331
539.90997;52.23000;       3.44533;0.64327
540.00500;52.24000;       3.44640;0.64323
540.10699;52.25000;       3.44805;0.64318
540.20099;52.26000;       3.44996;0.64314
540.30402;52.27000;       3.45198;0.64309
540.40100;52.28000;       3.45389;0.64305
540.50403;52.29000;       3.45536;0.64301
540.60400;52.30000;       3.45672;0.64296
540.70599;52.31000;       3.45762;0.64292
540.80902;52.32000;       3.45983;0.64287
540.90601;52.33000;       3.46062;0.64283
541.00299;52.34000;       3.46329;0.64279
541.10602;52.35000;       3.46409;0.64274
541.21002;52.36000;       3.46631;0.64269
541.31097;52.37000;       3.46702;0.64265
541.40997;52.38000;       3.46866;0.64261
541.50299;52.39000;       3.47047;0.64256
541.60101;52.40000;       3.47155;0.64252
541.70001;52.41000;       3.47272;0.64248
541.79401;52.42000;       3.47492;0.64244
541.89502;52.43000;       3.47609;0.64239
541.99597;52.44000;       3.47746;0.64235
542.09998;52.45000;       3.47902;0.64230
542.20203;52.46000;       3.48095;0.64226
542.29999;52.47000;       3.48241;0.64221
542.40503;52.48000;       3.48406;0.64217
542.50403;52.49000;       3.48571;0.64212
542.59497;52.50000;       3.48714;0.64208
542.69397;52.51000;       3.48860;0.64204
542.78998;52.52000;       3.49061;0.64200
542.89502;52.53000;       3.49236;0.64195
542.99200;52.54000;       3.49297;0.64191
543.08899;52.55000;       3.49414;0.64186
543.20001;52.56000;       3.49647;0.64182
543.29303;52.57000;       3.49829;0.64177
543.39697;52.58000;       3.49929;0.64173
543.48901;52.59000;       3.50139;0.64169
543.59399;52.60000;       3.50230;0.64164
543.69202;52.61000;       3.50385;0.64160
543.79303;52.62000;       3.50578;0.64155
543.88800;52.63000;       3.50713;0.64151
543.99701;52.64000;       3.50815;0.64146
544.09900;52.65000;       3.50989;0.64142
544.19000;52.66000;       3.51124;0.64138
544.28699;52.67000;       3.51307;0.64134
544.39099;52.68000;       3.51463;0.64129
544.48499;52.69000;       3.51552;0.64125
544.59198;52.70000;       3.51850;0.64120
544.69299;52.71000;       3.51949;0.64116
544.79498;52.72000;       3.52077;0.64111
544.89600;52.73000;       3.52299;0.64107
544.99298;52.74000;       3.52407;0.64103
545.09802;52.75000;       3.52601;0.64098
545.19098;52.76000;       3.52774;0.64094
545.28900;52.77000;       3.52911;0.64090
545.39001;52.78000;       3.53020;0.64085
545.48499;52.79000;       3.53202;0.64081
545.59900;52.80000;       3.53324;0.64076
